Id,Class
106547,M-BART
106557,OPUS-MT
106560,M-BART50
106561,Human
106562,Human
106564,Human
106566,OPUS-MT
106575,ruGPT3-Small
106585,Human
106586,M-BART50
106587,Human
106595,ruGPT3-Medium
106598,M2M-100
106602,ruGPT3-Small
106603,ruGPT3-Medium
106606,Human
106607,M2M-100
106609,ruGPT3-Medium
106615,Human
106616,Human
106623,M-BART50
106625,Human
106627,mT5-Large
106632,OPUS-MT
106634,M2M-100
106638,ruGPT3-Small
106646,Human
106647,ruGPT3-Medium
106656,M2M-100
106657,ruGPT3-Small
106658,ruGPT3-Medium
106659,M-BART50
106660,ruGPT3-Medium
106663,Human
106664,M-BART50
106671,OPUS-MT
106675,M-BART50
106680,ruGPT3-Small
106688,ruGPT3-Large
106694,ruGPT3-Large
106700,OPUS-MT
106702,ruGPT3-Medium
106708,Human
106712,ruGPT3-Medium
106717,Human
106719,M-BART
106720,M-BART50
106726,Human
106729,Human
106733,M-BART50
106734,ruT5-Base
106736,mT5-Small
106739,M-BART50
106742,Human
106751,Human
106753,M2M-100
106754,Human
106755,ruGPT3-Medium
106756,Human
106759,ruGPT3-Medium
106762,OPUS-MT
106765,M2M-100
106775,Human
106778,OPUS-MT
106779,Human
106784,ruGPT3-Medium
106788,Human
106790,Human
106800,Human
106803,ruT5-Base-Multitask
106807,Human
106816,ruT5-Base
106817,M-BART
106823,ruT5-Base
106825,OPUS-MT
106829,mT5-Large
106836,Human
106842,Human
106843,Human
106847,Human
106849,OPUS-MT
106850,M2M-100
106854,ruGPT3-Medium
106858,ruGPT3-Medium
106862,M2M-100
106863,Human
106864,mT5-Small
106865,Human
106867,OPUS-MT
106871,ruGPT3-Medium
106872,M-BART50
106874,Human
106879,M2M-100
106882,ruT5-Base-Multitask
106886,M-BART50
106888,M-BART50
106889,mT5-Large
106893,Human
106895,ruGPT3-Medium
106899,Human
106901,Human
106905,Human
106907,Human
106909,M2M-100
106915,Human
106924,Human
106925,ruGPT3-Small
106926,M2M-100
106927,Human
106931,M2M-100
106936,M2M-100
106939,ruGPT3-Large
106940,M2M-100
106941,Human
106946,mT5-Large
106949,Human
106953,ruT5-Large
106956,M-BART50
106961,M-BART50
106963,ruGPT3-Medium
106964,M2M-100
106965,ruGPT3-Large
106966,Human
106971,M-BART50
106976,Human
106977,ruGPT3-Small
106980,ruGPT3-Small
106983,M-BART
106984,Human
106985,M-BART50
106995,Human
106996,OPUS-MT
106998,mT5-Large
107000,M2M-100
107003,ruGPT3-Small
107007,Human
107016,ruGPT3-Large
107018,Human
107019,OPUS-MT
107025,M-BART50
107042,ruGPT2-Large
107044,Human
107046,Human
107047,ruT5-Large
107048,M-BART
107057,Human
107065,Human
107066,ruT5-Base
107067,M-BART
107069,ruGPT3-Medium
107070,OPUS-MT
107073,Human
107078,ruGPT3-Medium
107082,Human
107083,Human
107086,M-BART50
107095,M-BART50
107096,Human
107101,M2M-100
107102,ruGPT3-Medium
107105,ruT5-Large
107106,Human
107107,Human
107109,ruGPT3-Large
107110,Human
107111,mT5-Large
107114,Human
107118,M-BART50
107122,Human
107127,mT5-Large
107133,mT5-Large
107134,M-BART50
107138,Human
107140,mT5-Large
107146,M-BART50
107147,M-BART50
107156,Human
107164,OPUS-MT
107165,M-BART50
107167,Human
107170,ruGPT3-Large
107171,Human
107173,ruGPT3-Medium
107181,ruGPT3-Medium
107182,Human
107185,OPUS-MT
107189,ruGPT2-Large
107197,Human
107198,M-BART50
107203,ruGPT3-Medium
107206,Human
107208,Human
107209,ruGPT3-Large
107212,ruGPT3-Small
107216,ruT5-Large
107226,ruGPT3-Large
107231,Human
107237,Human
107239,ruGPT3-Small
107240,Human
107244,mT5-Large
107250,Human
107252,Human
107253,ruGPT3-Small
107259,Human
107261,Human
107262,ruGPT3-Medium
107263,M2M-100
107265,ruT5-Base
107270,Human
107271,OPUS-MT
107275,Human
107276,Human
107277,ruGPT3-Small
107279,Human
107283,mT5-Large
107284,Human
107285,ruT5-Base-Multitask
107294,ruGPT3-Small
107295,ruGPT3-Large
107302,mT5-Large
107319,mT5-Large
107322,ruGPT3-Large
107327,mT5-Small
107328,OPUS-MT
107339,OPUS-MT
107340,ruGPT3-Medium
107342,Human
107345,mT5-Small
107346,ruT5-Base
107349,Human
107351,ruGPT3-Small
107358,ruT5-Base-Multitask
107359,mT5-Large
107361,Human
107367,ruT5-Base
107368,M2M-100
107375,OPUS-MT
107382,OPUS-MT
107389,Human
107390,Human
107391,M-BART50
107393,Human
107394,Human
107395,Human
107396,M-BART50
107397,Human
107401,Human
107404,ruGPT3-Small
107406,M-BART50
107410,Human
107411,OPUS-MT
107414,Human
107416,ruGPT3-Medium
107417,OPUS-MT
107419,Human
107420,ruGPT3-Large
107422,ruGPT3-Medium
107424,M-BART50
107425,Human
107426,Human
107428,ruGPT3-Large
107429,M-BART
107438,mT5-Large
107439,ruGPT3-Small
107448,M-BART50
107451,ruGPT3-Large
107452,OPUS-MT
107453,M-BART50
107454,Human
107459,Human
107460,Human
107463,Human
107466,M2M-100
107469,ruGPT3-Large
107471,Human
107474,ruGPT2-Large
107481,M-BART50
107484,Human
107488,Human
107490,ruGPT3-Large
107493,Human
107498,Human
107504,M2M-100
107509,Human
107511,ruGPT2-Large
107515,M-BART
107520,Human
107530,ruGPT3-Small
107534,mT5-Large
107537,Human
107538,Human
107540,Human
107543,M2M-100
107545,Human
107547,ruGPT3-Large
107549,mT5-Small
107559,M-BART
107562,M-BART50
107563,M-BART50
107565,M-BART
107566,ruGPT3-Small
107570,Human
107572,Human
107573,Human
107574,Human
107578,Human
107583,ruT5-Large
107593,mT5-Large
107599,Human
107611,M-BART50
107612,Human
107614,mT5-Large
107617,Human
107618,Human
107622,Human
107623,OPUS-MT
107628,Human
107630,M-BART
107639,OPUS-MT
107641,Human
107643,Human
107645,M2M-100
107649,M2M-100
107650,Human
107652,M-BART50
107657,ruGPT3-Medium
107662,OPUS-MT
107664,Human
107666,M-BART50
107668,Human
107669,mT5-Small
107670,OPUS-MT
107671,OPUS-MT
107676,Human
107684,M-BART
107685,Human
107691,ruGPT3-Large
107693,Human
107695,Human
107697,Human
107703,Human
107707,ruT5-Base-Multitask
107710,ruGPT3-Large
107712,Human
107714,Human
107719,ruGPT3-Large
107720,Human
107724,Human
107727,mT5-Large
107731,M-BART50
107732,OPUS-MT
107736,OPUS-MT
107745,Human
107749,Human
107761,ruGPT3-Small
107762,Human
107764,Human
107767,mT5-Large
107776,mT5-Large
107778,ruGPT3-Large
107780,ruGPT3-Small
107784,Human
107787,ruT5-Base
107795,Human
107801,Human
107802,Human
107803,ruT5-Base-Multitask
107807,mT5-Large
107816,ruT5-Base-Multitask
107819,ruGPT2-Large
107820,Human
107829,M2M-100
107831,Human
107834,Human
107835,mT5-Small
107836,Human
107837,ruGPT3-Medium
107841,ruGPT3-Small
107842,ruGPT3-Large
107843,OPUS-MT
107845,M2M-100
107846,M-BART50
107848,M-BART50
107853,ruGPT2-Large
107854,M-BART
107855,M2M-100
107860,ruGPT3-Medium
107861,Human
107863,OPUS-MT
107866,OPUS-MT
107868,Human
107869,ruGPT3-Medium
107872,Human
107876,M-BART
107877,M-BART50
107883,M-BART50
107888,M-BART50
107890,M-BART50
107897,OPUS-MT
107898,ruGPT3-Small
107901,ruGPT3-Large
107906,Human
107910,ruT5-Large
107915,Human
107918,ruGPT3-Large
107925,M2M-100
107927,M2M-100
107939,ruGPT3-Large
107941,Human
107942,Human
107944,M-BART50
107946,Human
107948,Human
107954,ruGPT3-Medium
107958,ruGPT3-Medium
107959,ruGPT3-Medium
107960,Human
107961,ruGPT3-Small
107964,ruGPT3-Medium
107966,Human
107968,ruGPT3-Large
107969,Human
107979,ruGPT3-Small
107980,Human
107984,Human
107991,Human
107992,M2M-100
107993,ruGPT3-Medium
107996,Human
107999,M2M-100
108003,Human
108009,Human
108010,Human
108018,M-BART50
108022,Human
108023,ruGPT3-Large
108024,M-BART50
108025,M-BART50
108033,ruGPT3-Medium
108038,mT5-Large
108039,Human
108040,ruGPT3-Small
108046,M2M-100
108052,Human
108056,M-BART50
108058,ruGPT3-Medium
108059,Human
108064,OPUS-MT
108065,OPUS-MT
108068,OPUS-MT
108074,M2M-100
108077,Human
108078,M-BART50
108081,M2M-100
108092,Human
108093,Human
108094,ruGPT3-Small
108096,ruT5-Large
108100,M-BART
108101,ruT5-Base
108104,OPUS-MT
108105,ruGPT3-Large
108107,OPUS-MT
108110,mT5-Large
108112,ruT5-Large
108114,M-BART50
108122,ruGPT3-Small
108127,Human
108129,Human
108130,Human
108134,Human
108140,OPUS-MT
108143,ruGPT3-Medium
108145,ruT5-Base
108146,Human
108147,Human
108148,Human
108149,ruGPT3-Medium
108152,Human
108153,Human
108154,ruGPT3-Large
108155,M2M-100
108166,Human
108168,ruT5-Base-Multitask
108172,Human
108175,Human
108180,Human
108181,Human
108183,Human
108184,OPUS-MT
108186,ruGPT3-Large
108191,ruGPT3-Large
108194,Human
108196,Human
108205,OPUS-MT
108208,Human
108217,ruGPT3-Small
108226,Human
108228,Human
108229,M2M-100
108231,Human
108235,ruT5-Base-Multitask
108236,ruGPT2-Large
108237,ruGPT3-Small
108242,ruGPT3-Small
108248,M2M-100
108256,Human
108257,Human
108260,Human
108262,Human
108264,mT5-Small
108269,Human
108270,Human
108271,OPUS-MT
108278,Human
108280,mT5-Large
108281,Human
108285,Human
108290,OPUS-MT
108292,ruGPT3-Large
108307,mT5-Large
108309,Human
108314,ruGPT3-Small
108318,M2M-100
108320,Human
108321,Human
108327,OPUS-MT
108328,Human
108330,ruGPT3-Large
108332,Human
108335,ruGPT3-Large
108337,OPUS-MT
108338,M-BART50
108342,ruGPT3-Medium
108343,ruGPT3-Large
108347,mT5-Small
108349,Human
108354,M-BART50
108357,Human
108369,M-BART50
108372,Human
108373,ruGPT3-Large
108374,M-BART50
108375,Human
108376,ruGPT3-Large
108380,M2M-100
108387,Human
108388,Human
108389,Human
108390,OPUS-MT
108391,ruGPT3-Small
108392,Human
108393,Human
108395,ruGPT3-Large
108405,ruT5-Large
108409,Human
108410,ruGPT3-Large
108414,mT5-Large
108420,Human
108421,mT5-Large
108423,ruGPT2-Large
108424,ruGPT3-Small
108425,Human
108432,Human
108433,M2M-100
108443,M2M-100
108446,Human
108453,Human
108454,M-BART50
108457,ruGPT3-Large
108458,ruGPT3-Medium
108469,ruGPT3-Large
108480,Human
108481,OPUS-MT
108482,Human
108489,M2M-100
108491,M2M-100
108494,Human
108498,Human
108499,ruGPT3-Small
108500,ruGPT3-Medium
108502,mT5-Small
108506,OPUS-MT
108509,Human
108510,mT5-Large
108511,Human
108515,M-BART50
108519,Human
108524,M-BART50
108531,ruGPT3-Medium
108536,M-BART
108540,ruGPT3-Small
108541,ruT5-Base-Multitask
108553,Human
108559,Human
108563,Human
108570,Human
108575,ruT5-Base
108576,Human
108577,Human
108578,M2M-100
108579,Human
108582,ruT5-Large
108584,Human
108586,ruGPT3-Small
108592,OPUS-MT
108593,ruGPT3-Large
108598,Human
108600,Human
108603,Human
108609,ruT5-Base
108611,Human
108612,Human
108613,OPUS-MT
108616,Human
108627,Human
108628,Human
108633,Human
108636,ruT5-Base
108644,Human
108645,Human
108646,M2M-100
108653,mT5-Large
108658,Human
108660,Human
108663,M2M-100
108665,M2M-100
108667,Human
108668,Human
108671,OPUS-MT
108672,mT5-Large
108678,ruGPT3-Medium
108679,Human
108684,Human
108685,Human
108686,Human
108687,ruGPT2-Large
108690,Human
108691,OPUS-MT
108695,Human
108697,M2M-100
108704,ruGPT3-Medium
108708,M2M-100
108710,M-BART50
108711,Human
108712,mT5-Large
108715,M-BART
108717,M2M-100
108722,Human
108723,M-BART50
108724,Human
108726,M-BART50
108732,Human
108734,Human
108738,Human
108742,Human
108746,ruGPT3-Large
108747,M2M-100
108752,mT5-Small
108753,Human
108756,Human
108759,M-BART50
108760,Human
108762,Human
108766,ruGPT3-Large
108770,ruGPT3-Small
108774,Human
108776,Human
108779,OPUS-MT
108784,M2M-100
108786,ruT5-Base
108788,Human
108790,OPUS-MT
108794,Human
108796,ruGPT3-Small
108800,Human
108802,M-BART
108803,mT5-Small
108807,Human
108810,M2M-100
108816,Human
108820,Human
108822,mT5-Large
108824,M2M-100
108825,Human
108832,ruGPT3-Small
108833,M-BART50
108838,Human
108841,Human
108844,Human
108849,Human
108851,Human
108852,mT5-Small
108856,mT5-Large
108859,Human
108861,ruGPT3-Medium
108869,mT5-Large
108870,M-BART50
108875,OPUS-MT
108878,Human
108879,Human
108884,ruT5-Base
108887,ruGPT3-Medium
108890,M-BART50
108891,Human
108892,M-BART50
108893,M-BART50
108897,ruGPT3-Small
108898,M-BART50
108901,M2M-100
108903,M-BART50
108904,Human
108906,Human
108910,Human
108911,Human
108913,Human
108916,ruGPT3-Large
108919,ruGPT3-Large
108922,Human
108925,Human
108931,Human
108932,Human
108934,M-BART50
108935,Human
108937,ruGPT3-Small
108952,M-BART50
108953,ruGPT3-Large
108963,ruGPT3-Small
108965,mT5-Small
108972,Human
108973,Human
108975,OPUS-MT
108981,Human
108983,OPUS-MT
108984,ruGPT3-Small
108985,Human
108989,OPUS-MT
108990,Human
108991,M2M-100
108994,OPUS-MT
108998,M2M-100
109002,Human
109003,Human
109004,ruGPT3-Large
109005,Human
109006,M-BART50
109007,mT5-Small
109009,mT5-Large
109013,M-BART
109014,Human
109015,M-BART50
109022,Human
109024,M-BART50
109032,Human
109033,ruGPT3-Medium
109037,Human
109052,Human
109053,Human
109059,M2M-100
109063,OPUS-MT
109064,ruGPT3-Large
109066,Human
109069,OPUS-MT
109074,Human
109078,Human
109089,mT5-Large
109093,Human
109097,M2M-100
109121,Human
109122,ruGPT3-Large
109125,ruT5-Base
109127,ruGPT3-Large
109128,Human
109129,Human
109132,M-BART50
109136,M2M-100
109138,mT5-Large
109139,Human
109142,Human
109144,ruGPT3-Large
109146,Human
109150,Human
109163,Human
109164,mT5-Large
109169,ruGPT3-Small
109170,ruGPT3-Large
109172,Human
109176,Human
109181,Human
109192,ruGPT3-Large
109196,mT5-Large
109197,OPUS-MT
109198,mT5-Small
109203,ruGPT3-Large
109205,Human
109208,Human
109213,M-BART50
109214,Human
109215,Human
109216,Human
109217,OPUS-MT
109223,Human
109227,M2M-100
109228,Human
109229,Human
109233,M-BART50
109236,Human
109238,Human
109242,OPUS-MT
109243,mT5-Small
109245,OPUS-MT
109246,Human
109248,Human
109251,ruGPT3-Small
109256,Human
109260,Human
109261,Human
109262,Human
109263,ruGPT3-Large
109268,ruGPT3-Small
109275,Human
109276,Human
109281,Human
109283,Human
109286,M-BART50
109287,ruT5-Base-Multitask
109289,mT5-Large
109295,ruGPT3-Large
109297,Human
109305,M-BART50
109313,ruGPT3-Large
109315,M-BART50
109317,Human
109318,ruGPT3-Medium
109326,OPUS-MT
109330,ruGPT3-Large
109332,ruGPT3-Large
109339,Human
109344,ruGPT3-Medium
109350,ruGPT3-Large
109355,Human
109359,M-BART50
109361,ruGPT2-Large
109362,mT5-Large
109366,Human
109367,Human
109374,Human
109379,ruGPT3-Large
109382,Human
109383,ruGPT3-Large
109387,ruGPT3-Small
109389,mT5-Small
109395,ruGPT3-Large
109402,M2M-100
109403,Human
109404,ruGPT3-Medium
109405,ruGPT3-Large
109408,M-BART50
109409,ruGPT3-Small
109411,Human
109414,Human
109417,M-BART50
109420,M2M-100
109429,mT5-Large
109430,Human
109433,Human
109441,Human
109443,Human
109445,OPUS-MT
109447,Human
109448,OPUS-MT
109449,Human
109456,M-BART50
109459,OPUS-MT
109472,ruT5-Large
109475,M-BART50
109479,Human
109481,OPUS-MT
109482,Human
109484,ruGPT2-Large
109494,ruGPT3-Large
109512,ruGPT2-Large
109513,M-BART50
109514,M2M-100
109522,Human
109523,OPUS-MT
109528,Human
109532,ruGPT3-Large
109534,ruGPT3-Medium
109535,ruT5-Large
109540,Human
109541,ruGPT3-Large
109542,ruGPT3-Medium
109547,Human
109548,Human
109549,M2M-100
109550,ruGPT3-Large
109555,mT5-Large
109556,ruGPT3-Large
109562,Human
109571,ruGPT3-Large
109574,OPUS-MT
109578,Human
109581,M2M-100
109582,OPUS-MT
109583,Human
109596,M-BART50
109597,ruGPT3-Medium
109598,ruGPT2-Large
109601,ruGPT3-Small
109611,ruGPT3-Medium
109612,Human
109620,OPUS-MT
109622,M2M-100
109630,Human
109634,mT5-Small
109635,Human
109638,OPUS-MT
109640,Human
109647,ruGPT3-Medium
109648,ruT5-Large
109650,Human
109655,Human
109664,mT5-Large
109667,Human
109669,Human
109670,Human
109671,Human
109672,Human
109673,ruGPT3-Small
109678,Human
109681,Human
109684,ruGPT3-Small
109688,M-BART50
109689,OPUS-MT
109693,OPUS-MT
109696,Human
109697,M-BART50
109698,M2M-100
109699,OPUS-MT
109702,Human
109709,OPUS-MT
109712,Human
109714,Human
109718,Human
109720,Human
109723,M2M-100
109728,Human
109733,M-BART50
109735,ruT5-Large
109740,M-BART
109745,ruGPT3-Medium
109748,Human
109756,ruGPT3-Medium
109757,Human
109759,ruT5-Base
109763,ruGPT2-Large
109768,mT5-Large
109769,OPUS-MT
109770,Human
109773,ruGPT3-Large
109778,ruGPT3-Medium
109779,M-BART50
109782,ruGPT3-Medium
109792,OPUS-MT
109793,Human
109794,Human
109795,Human
109801,ruGPT3-Large
109812,M2M-100
109822,ruGPT3-Small
109826,Human
109829,Human
109837,mT5-Small
109842,M-BART50
109843,Human
109845,Human
109848,ruT5-Base-Multitask
109855,M-BART50
109863,Human
109866,Human
109880,ruGPT3-Small
109881,ruGPT3-Small
109883,ruGPT3-Small
109886,Human
109888,Human
109890,OPUS-MT
109892,mT5-Small
109893,ruGPT3-Small
109897,M2M-100
109898,OPUS-MT
109900,Human
109903,Human
109904,M2M-100
109906,Human
109909,Human
109914,Human
109917,Human
109918,ruGPT3-Small
109923,Human
109925,Human
109932,Human
109934,Human
109938,ruGPT3-Small
109942,Human
109949,Human
109952,Human
109955,OPUS-MT
109960,ruGPT3-Medium
109962,Human
109971,ruGPT3-Small
109972,OPUS-MT
109975,Human
109979,ruGPT3-Small
109984,M2M-100
109987,M2M-100
109988,Human
109990,Human
109993,M2M-100
109999,ruT5-Base-Multitask
110007,Human
110009,Human
110011,OPUS-MT
110012,Human
110023,Human
110030,Human
110031,M-BART50
110032,Human
110036,M-BART50
110038,M-BART50
110040,Human
110045,M-BART50
110046,ruT5-Base-Multitask
110052,ruGPT3-Small
110056,Human
110057,Human
110063,Human
110064,M-BART
110073,ruGPT3-Large
110079,M-BART50
110080,Human
110083,Human
110085,Human
110093,Human
110094,Human
110095,Human
110105,ruGPT3-Small
110110,Human
110116,ruGPT3-Small
110123,ruGPT3-Large
110130,M-BART50
110134,M2M-100
110139,Human
110151,Human
110152,ruT5-Large
110153,M2M-100
110154,ruGPT3-Medium
110156,ruT5-Base
110160,OPUS-MT
110164,OPUS-MT
110165,ruGPT2-Large
110171,Human
110176,Human
110178,Human
110179,Human
110184,Human
110193,Human
110200,mT5-Large
110205,OPUS-MT
110212,mT5-Large
110213,OPUS-MT
110214,OPUS-MT
110215,Human
110218,mT5-Large
110220,Human
110225,ruGPT3-Medium
110233,OPUS-MT
110235,ruGPT3-Small
110236,ruGPT3-Large
110240,OPUS-MT
110243,Human
110244,ruGPT3-Small
110245,OPUS-MT
110249,ruGPT3-Medium
110252,OPUS-MT
110259,Human
110261,mT5-Large
110265,ruGPT3-Large
110269,Human
110273,ruGPT3-Large
110276,ruT5-Large
110281,Human
110282,M-BART50
110284,ruT5-Base
110293,M-BART
110300,Human
110305,Human
110307,ruGPT3-Small
110309,ruGPT3-Medium
110312,OPUS-MT
110315,M-BART50
110317,ruGPT3-Large
110318,OPUS-MT
110323,ruT5-Base
110327,Human
110333,ruGPT3-Medium
110335,M-BART50
110336,OPUS-MT
110337,Human
110348,Human
110353,ruGPT3-Large
110354,Human
110358,Human
110364,Human
110366,ruGPT3-Large
110367,Human
110371,M-BART50
110372,Human
110376,ruGPT3-Large
110381,ruGPT3-Large
110382,Human
110385,mT5-Small
110396,M-BART50
110397,M-BART50
110399,Human
110403,ruT5-Base-Multitask
110404,M-BART50
110405,Human
110408,Human
110414,Human
110417,M-BART
110419,Human
110420,Human
110423,M-BART50
110428,Human
110431,M-BART50
110433,ruGPT3-Small
110435,mT5-Large
110436,OPUS-MT
110437,OPUS-MT
110442,OPUS-MT
110443,Human
110447,Human
110448,OPUS-MT
110451,Human
110453,M-BART50
110457,M-BART50
110461,Human
110477,Human
110482,Human
110485,Human
110486,OPUS-MT
110488,Human
110491,mT5-Small
110496,Human
110499,M-BART50
110501,OPUS-MT
110504,ruGPT3-Large
110507,Human
110509,ruGPT3-Large
110513,OPUS-MT
110518,OPUS-MT
110521,M2M-100
110524,ruGPT3-Large
110528,M-BART50
110529,M-BART50
110532,Human
110538,OPUS-MT
110540,M-BART50
110546,Human
110547,ruGPT3-Large
110548,M2M-100
110549,Human
110552,ruGPT3-Small
110554,Human
110555,Human
110556,Human
110557,Human
110559,ruGPT3-Medium
110570,Human
110575,M-BART50
110576,Human
110579,M-BART50
110582,M-BART
110586,M-BART50
110593,Human
110594,Human
110595,Human
110597,Human
110598,Human
110603,OPUS-MT
110605,ruGPT3-Medium
110619,OPUS-MT
110620,mT5-Large
110621,Human
110623,Human
110637,Human
110639,ruGPT2-Large
110642,Human
110647,ruT5-Large
110649,Human
110652,OPUS-MT
110654,M2M-100
110655,M-BART50
110656,ruGPT2-Large
110657,mT5-Small
110662,Human
110663,M-BART50
110664,Human
110665,Human
110666,mT5-Large
110668,M-BART50
110673,ruGPT3-Medium
110674,mT5-Large
110680,M-BART
110682,M2M-100
110686,Human
110689,ruGPT3-Small
110690,Human
110691,Human
110692,ruGPT3-Medium
110702,M-BART50
110705,ruT5-Large
110707,ruGPT3-Large
110709,Human
110710,Human
110716,Human
110717,OPUS-MT
110718,Human
110722,Human
110727,M2M-100
110739,Human
110740,OPUS-MT
110742,Human
110753,Human
110754,ruGPT3-Small
110760,M2M-100
110762,Human
110764,M2M-100
110768,Human
110772,Human
110773,ruT5-Base
110774,OPUS-MT
110778,Human
110781,Human
110788,OPUS-MT
110795,mT5-Small
110797,Human
110798,ruGPT3-Medium
110804,M-BART50
110805,M2M-100
110807,ruGPT3-Medium
110813,M-BART
110819,Human
110822,mT5-Large
110826,M2M-100
110829,mT5-Large
110832,ruGPT3-Large
110833,ruGPT3-Small
110835,Human
110841,ruGPT3-Medium
110851,Human
110859,mT5-Large
110860,mT5-Small
110866,Human
110867,ruT5-Large
110869,Human
110870,ruGPT3-Large
110875,Human
110878,Human
110881,Human
110882,OPUS-MT
110890,Human
110892,M-BART50
110893,ruGPT3-Medium
110900,mT5-Large
110904,M-BART50
110913,OPUS-MT
110915,ruGPT3-Large
110918,M-BART50
110919,ruGPT2-Large
110930,mT5-Large
110932,Human
110934,Human
110939,Human
110946,M-BART
110966,ruGPT3-Large
110972,ruGPT3-Small
110973,M2M-100
110974,M2M-100
110978,OPUS-MT
110980,OPUS-MT
110983,ruGPT3-Medium
110987,Human
110988,ruGPT3-Large
110993,mT5-Large
110998,mT5-Large
110999,ruT5-Base
111002,M-BART
111005,ruT5-Large
111008,ruGPT3-Large
111009,Human
111011,Human
111013,mT5-Large
111014,Human
111020,ruGPT3-Medium
111021,M-BART
111022,M2M-100
111026,M2M-100
111027,ruGPT3-Large
111030,M2M-100
111033,Human
111035,M-BART50
111039,Human
111042,Human
111045,M-BART50
111046,Human
111049,Human
111052,Human
111055,OPUS-MT
111056,ruGPT3-Large
111061,Human
111063,Human
111064,M-BART50
111069,M2M-100
111072,Human
111077,ruGPT2-Large
111079,M2M-100
111085,M2M-100
111088,Human
111089,Human
111098,M-BART50
111099,ruGPT3-Large
111101,Human
111103,Human
111105,ruGPT3-Medium
111110,M-BART50
111117,Human
111118,Human
111129,ruT5-Base
111131,Human
111143,Human
111144,Human
111151,Human
111152,Human
111160,mT5-Small
111161,ruGPT3-Small
111167,ruGPT3-Medium
111168,Human
111169,ruGPT3-Small
111171,ruT5-Base
111172,Human
111173,ruGPT2-Large
111174,OPUS-MT
111179,Human
111181,M2M-100
111183,Human
111186,ruGPT3-Large
111188,mT5-Small
111197,mT5-Small
111201,ruGPT3-Small
111203,Human
111209,OPUS-MT
111212,M2M-100
111213,Human
111216,Human
111220,ruGPT3-Medium
111221,Human
111222,Human
111223,mT5-Large
111229,Human
111233,M-BART50
111237,Human
111238,M-BART50
111243,Human
111245,OPUS-MT
111254,Human
111256,mT5-Small
111265,M2M-100
111268,M-BART50
111269,Human
111270,Human
111277,M-BART
111281,ruGPT3-Large
111283,Human
111293,ruGPT3-Large
111295,M-BART50
111299,mT5-Large
111301,Human
111304,M2M-100
111319,ruGPT3-Medium
111320,M2M-100
111323,Human
111324,M-BART50
111325,ruGPT3-Large
111329,M-BART50
111332,Human
111339,Human
111340,Human
111341,Human
111355,Human
111357,M-BART50
111362,ruGPT3-Medium
111365,ruGPT3-Medium
111367,mT5-Small
111373,Human
111374,ruGPT3-Medium
111377,ruT5-Base-Multitask
111379,M-BART
111380,Human
111381,M-BART50
111389,ruGPT3-Large
111390,ruGPT3-Large
111393,Human
111395,M-BART50
111396,Human
111401,ruGPT3-Large
111404,ruGPT3-Large
111407,ruGPT3-Medium
111409,ruGPT3-Large
111411,OPUS-MT
111415,OPUS-MT
111418,Human
111419,OPUS-MT
111420,M2M-100
111421,Human
111424,Human
111431,mT5-Small
111433,ruGPT3-Medium
111434,OPUS-MT
111435,Human
111436,Human
111437,Human
111443,M-BART50
111449,M2M-100
111453,Human
111455,Human
111456,M-BART50
111457,Human
111461,Human
111462,Human
111463,ruGPT3-Large
111464,M2M-100
111469,ruGPT2-Large
111476,Human
111480,M-BART50
111481,Human
111483,Human
111486,Human
111488,ruT5-Large
111490,Human
111492,ruT5-Base-Multitask
111493,M2M-100
111496,Human
111498,mT5-Large
111501,M2M-100
111502,M2M-100
111506,ruGPT2-Large
111507,ruGPT2-Large
111510,Human
111512,ruT5-Base
111519,M-BART50
111520,mT5-Large
111525,Human
111527,Human
111529,ruT5-Base-Multitask
111530,M2M-100
111533,Human
111535,Human
111541,ruGPT3-Small
111546,ruGPT3-Medium
111547,Human
111550,ruGPT3-Large
111551,OPUS-MT
111552,ruGPT3-Large
111553,Human
111554,Human
111559,OPUS-MT
111560,Human
111561,OPUS-MT
111564,M2M-100
111566,ruGPT3-Small
111567,Human
111569,OPUS-MT
111573,Human
111574,OPUS-MT
111577,ruGPT3-Small
111582,ruT5-Large
111585,M-BART50
111597,Human
111603,M-BART50
111612,M-BART
111613,M2M-100
111614,OPUS-MT
111615,Human
111616,ruGPT3-Large
111618,ruGPT3-Small
111620,M-BART50
111623,mT5-Large
111627,Human
111636,Human
111640,Human
111646,OPUS-MT
111649,ruT5-Large
111651,Human
111653,ruT5-Large
111658,Human
111665,ruGPT3-Large
111670,Human
111673,mT5-Large
111675,M2M-100
111677,Human
111683,mT5-Large
111688,ruGPT3-Medium
111689,M-BART50
111691,M-BART50
111694,Human
111695,OPUS-MT
111697,ruGPT3-Large
111699,ruGPT2-Large
111706,Human
111709,Human
111710,OPUS-MT
111714,M-BART
111718,ruT5-Large
111720,ruGPT3-Large
111721,Human
111725,M2M-100
111728,Human
111731,ruGPT3-Medium
111733,Human
111738,OPUS-MT
111740,ruGPT3-Small
111742,OPUS-MT
111747,Human
111756,Human
111759,Human
111761,Human
111763,ruGPT3-Small
111765,M2M-100
111778,Human
111782,Human
111783,Human
111784,OPUS-MT
111787,Human
111790,M2M-100
111791,ruGPT2-Large
111797,mT5-Large
111798,M2M-100
111800,ruGPT3-Large
111803,M-BART50
111809,M-BART50
111824,Human
111826,M2M-100
111828,Human
111837,Human
111845,M2M-100
