text,majority_vote
"МФЦ – это организация, предназначенная для обеспечения предоставления органами местного самоуправления в муниципальном образовании Акбулакский район государственных и муниципальных услуг (функций).",H
Магнето послал Саблезубого именно за Логаном.,H
"Мадам Гидра отвечает, что она сделала это больше, чем больше, и стреляет в нее.",M
"Мадридский ""Реал"" выбыл из розыгрыша Кубка Испании по футболу, уступив в 1/8 финала севильскому ""Бетису"" по сумме двух матчей. Первая игра в Севилье завершилась нулевой ничьей, а ответный матч в Мадриде закончился со счетом 1:1. ""Реал"" вышел вперед уже на 5-й минуте, когда бразилец Робиньо открыл счет, однако за 8 минут до свистка на перерыв игрок ""Бетиса"" Дани головой переправил мяч в ворота Икера Касильяса. В добавленное к матчу время капитан мадридцев Иван Эльгера выиграл верховую борьбу и забил мяч в ворота гостей, но арбитр гол не засчитал, поскольку помощник рефери зафиксировал положение вне игры. Как передает агентство AFP, фанаты ""Реала"" встретили это решение арбитра массовым запуском петард на поле ""Сантьяго Бернабеу"", причем петарды эти были направлены в основном на линейного арбитра. Судейской бригаде пришлось покидать пределы поля после финального свистка в сопровождении полиции. Стоит отметить, что ""Реал"" играл без выставленного на трансфер бразильского форварда Роналдо, без Дэвида Бекхэма, которого наставник мадридского клуба Фабио Капелло отправил в дубль после подписания англичанином контракта с американским клубом ""Лос-Анджелес Гэлакси"", и без итальянского нападающего Антонио Кассано. Несмотря на итоговую неудачу, Фабио Капелло после окончания игры заявил, что доволен действиями своих подопечных, а его команде просто не повезло. ""Реал"" не выигрывал Кубок Испании с 1993 года, а в последние четыре сезона вообще оставался без турнирных побед. ""Бетис"" же вместе с ""Барселоной"", ""Севильей"", ""Осасуной"", ""Депортиво"", ""Сарагосой"", ""Хетафе"" и ""Вальядолидом"" продолжит борьбу за трофей.",H
Майдан укрепил баррикады из-за штурма Грушевского.,H
"Майк сказал, что он придёт.",H
"Макмиллен вспоминал, что он всё прекрасно понял и судья, против всех правил, заставил его уйти и не мешать советскому игроку.",H
Максимальная скорость стокового ветра достигает антарктических зим с апреля-по ноябрь — с ноября-месяца по март и с марта-мая - в ночные и до мая - в дневное время.,M
"Маленькая эстрада с тесно сидящим ансамблем, перед ним микрофон мощной радиоустановки. Играть можем не хуже иных.        
Господи, сколько я работал! Ужас, сколько я работал. Еще день-другой сумасшедшей жизни, и на покой.",H
Маленький мальчик вытаращил глаза на огромного слона.,H
Малыш с отцом поженился за 4 дня до начала войны 18 июня 1941 года.,M
"Мама охает, ты толкуешь о какой-то смерти -- ну из-за чего это Как не стыдно, папа.",M
Марадона похожа на автомашину с мощным мотором и маленькими колесами.,M
Маргарет вернулась в Норвегию на свадьбе своей дочери в 1209 году.,M
"Марина Литвинович - ""Другая война"" (сборник)
Андрей Николаевич Сахаров 
  В сборнике собраны рассказы из книги «Другие берега». Это сборник рассказов о войне, написанный в эмиграции. Рассказы написаны на основе реальных событий и не являются вымышленными персонажами или историческими личностями – это реальные истории войны с участием Андрея Сахарова… Читать дальше...http://rutvitlifeorg/topic127386_315960570?ref=author#addcomment&amp;postdays =0 &lt;&gt;.Читайте также:",H
Мария Михайловна была в классе.,H
Мария выжила около двух лет.,M
Марсоход Curiosity сделал снимки пятен на обратной стороне Солнца.,H
"Масштабная модернизация производства и повышение производительности труда позволили предприятию выйти на новые рубежи. На заводе были установлены самые современные производственные линии, позволившие увеличить объемы выпуска продукции за счет автоматизации технологических процессов с использованием цифровых технологий в производстве деталей машинного оборудования для нужд машиностроения; освоены новейшие технологии изготовления сложных узлов из углеродистых сталей (литейных стадий), что позволило существенно снизить трудоемкость технологического процесса по сравнению со многими отечественными производителями аналогичных изделий[2 - «Волго-Камский автозавод» – крупнейший производитель грузовых автомобилей",H
"Маттрель отыграл семь сезонов в Турине, за исключением сезона 1961/1962, в котором он на правах аренды играл в «Палермо», будучи частью сделки по переходу Роберто Андзолина в Турин из Палермо. В составе «Ювентуса» выиграл три чемпионата (1957/1958, 1959/1960 и 1960/1961) и три кубка Италии (1958/1959, 1959/1960, 1964/1965). В год, проведённый в «Палермо», провёл длинную сухую серию: пять игр против клубов «Удинезе», «Виченца», «Торино», «Болонья» и «СПАЛ» (в матче против последнего парировал два пенальти). В том же сезоне отбил восемь из десяти пенальти.",H
"Медведев: Прежде чем объявлять о закрытии соцсетей, нужно включать мозги.",H
"Мейлер определил этот термин как «факты, не существовавшие до того, как они появились в журнале или газете».",H
"Мельтцер также дал рейтинги, которые превысили пять звезд.",M
"Мероприятие - комплекс действий, организованный по утвержденному положению и направленный на военно-спортивное, туристско-краеведческое, культурное, экологическое, гражданско-патриотическое воспитание, профессиональную ориентацию подростков и молодежи, поддержку талантливой молодежи, поддержку и развитие молодежных субкультур, на оздоровление детей и молодежи, на организацию и развитие межрайонного сотрудничества молодежи, на привлечение детей и молодежи к общественной деятельности, становлению их гражданской позиции, поддержку молодых людей, испытывающих трудности с интеграцией в общество, на профилактику правонарушений и социально-опасных явлений среди молодежи, на подготовку молодых лидеров.",H
Мероприятие также предусматривает оказание услуг и поддержку агробизнесу:  ==,H
"Мероприятия по благоустройству территорий общего пользования определяются в соответствии с Порядком представления, рассмотрения и оценки предложений граждан, организаций о включении в муниципальную программу «Формирование современной городской среды муниципального образования «рабочий поселок Большое Козино» на период 2018-2022 годы» наиболее посещаемой территории общего пользования муниципального образования «рабочий поселок Большое Козино», подлежащей благоустройству, утвержденным постановлением администрации МО «р.п. Большое Козино» от 01.11.2017 № 64 на основании перечня муниципальных территорий общего пользования планируемых к благоустройству в 2018 - 2024 годах.",H
"Мероприятия по пунктам 1.1-1.3, 1,5-2 реализуются в соответствии с Федеральным законом от 05 апреля 2013 года № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» за счет средств бюджета городского округа путем объявления открытого аукциона в электронном виде на выполнение работ, согласно мероприятиям Подпрограммы, по пункту 1.4 в соответствии с постановлением администрации Арсеньевского городского округа от 14 января 2019 года № 05-па «Об утверждении муниципального задания МБУ «Специализированная служба Арсеньевского городского округа».",H
"Мероприятия подпрограммы «Совершенствование механизмов государственной поддержки и стимулирования инвестиционной деятельности» федеральной целевой программы развития промышленности на 2011-2015 годы
Подпрограмма 1. Развитие промышленного потенциала в целях импортозамещения, повышения конкурентоспособности отечественной промышленной продукции (работ) для обеспечения внутреннего спроса Российской Федерации; развитие системы мер по обеспечению безопасности государства при осуществлении хозяйственной деятелнсти организаций оборонно -промышленного комплекса с использованием новейших достижений науки о материалахедении материалов ; совершенствование нормативно правовой базы организации производства товаров военного назначения. Разработка предложений к проектам федеральных законов",M
Мертв 30 (31 (?)) Декабрь 1931 года.,M
"Метельский вчера хотел поговорить с полковым советом, но председатель, продажная душа, пригрозил его арестовать.",H
Механизм реализации подпрограммы предусматривает формирование исполнителями программных мероприятий объема финансовых затрат по видам работ.,M
Механизм участия органов местного самоуправления муниципальных районов и городских округов Нижегородской области в рамках Подпрограммы 2 приведен в приложении к указанной Подпрограмме.,H
Механизмы используют много электричества.,H
Мечта Мэри поехать за границу наконец-то превратилась в реальность.,H
Мигранты получат гражданство РФ за 1300... слов.,M
Микроавтобус врезался в легковой автомобиль 16 марта на федеральной трассе М-9 «Балтия» в Московской области.,H
"Минималистическая, совершенно белая обложка, на которой было тиснением напечатано лишь название группы, стала противоположностью многоцветной палитре конверта предыдущего альбома.",H
Министр внутренней безопасности Украины отказался признавать написание телеграммы от имени Императора Александром III,M
"Министр здравоохранения Лаура Тусупбекова презентовала поправки в законодательство, предусматривающие отсрочку введения обязательного социального медицинского страхования (ОСМС). Кроме того, вносятся изменения в принципах межбюджетных отношений, передающие школьную медицину в сферу образования.",H
"Министр культуры РФ Владимир Мединский назвал обвинения, связанные с его диссертацией, «доносом в лучших традициях лысенковщины». Глава ВАК считает, что перенос рассмотрения диссертации Мединского - попытка «замять дело».",H
"Министр молодежи и спорта Украины Игорь Жданов назвал родившегося в Днепропетровске игрока сборной России по футболу Романа Нойштедтера, получившего российское гражданство, ватником. Также он обвинил его во лжи по поводу отношения к Украине. «Запомните этого ватника. Его фамилия Нойштедтер. Он новоиспеченный игрок сборной России по футболу. А еще он циничный лжец», — написал Жданов в своем Facebook. Ложью министр назвал заявление Нойштедтера российским СМИ, где он, по его словам, сожалеет о том, что в свое время на камеру спел гимн Украины. «Он также откровенно врет о том, что не было мысли выступать за сборную Украины. Есть видеосюжет, который полностью опровергает эту ложь», — добавил Жданов. Министр напомнил, что Нойштедтер и его отец родились на Украине. До недавнего времени спортсмен имел немецкое гражданство. «Когда в твоих жилах течет часть украинской крови, то не стыдно спеть гимн государства, в котором есть твои корни», — отметил он. Жданов упрекнул Нойштедтера в том, что футболист поменял гражданство «из меркантильных интересов» и начал за деньги выступать в российской сборной. При этом украинский министр обвинил Россию в агрессии, международном терроризме и убийстве детей на востоке Украины, в Сирии и Грузии. «Думаю, миллионы украинских болельщиков сегодня очень радуются, что такой ватник и футбольный ландскнехт, как Нойштедтер, так и не стал игроком сборной Украины. Он не заслуживает защищать сине-желтые цвета нашей команды», — подчеркнул министр. Нойштедтер родился в Днепропетровске (Украинская ССР) в 1988 году. Его отец Петр Нойштедтер — уроженец Киргизской ССР — выступал за местный «Днепр». После распада Советского Союза он с семьей перебрался в Германию. Нойштедтер-младший с 2012 года играет за «Шальке». В конце мая сообщалось, что Нойштедтер получил паспорт гражданина России.",H
"Министр финансов Антон Силуанов заявил о готовности министерства выделить дополнительные средства на поддержку экономики и населения, если продлится ситуация с распространением коронавируса и связанные с ним ограничения. Об этом министр сообщил в эфире телеканала «Россия 24». Предполагается, что объем дополнительной поддержки составит около 3 трлн рублей.",H
Минкомсвязи поддержало законопроект о запуске связанных с архитектурой систем приложений через интернет без предварительных согласований со структурой компании.,H
"Миной убило капитана Федорова, 22-летнего красивого парня, прежнего моего начальника.",H
"Минэкономразвития включило в проект основных направлений деятельности правительства России на период до 2018 года пункт о борьбе с распространением нелегального контента. Как передает ""Интерфакс"", документ был передан в кабинет министров. Борьба с распространением пиратских материалов, ""в том числе с использованием торрентов"", названа в числе основных задач правительства в ""области обеспечения безопасного интернета"". Туда же вошли развитие систем фильтрации контента и борьба с детской порнографией, а также обеспечение эффективной борьбы с киберпреступлениями и противодействие незаконному распространению персональных данных. Также авторы документа предлагают стимулировать развитие электронных платежных систем. Для решения этой задачи, в частности, предполагается привлечь сотовых операторов в партнерстве с ведущими банками, указывает агентство. Кроме обеспечения ""безопасного интернета"", в проекте направлений деятельности правительства говорится о стимулировании пользования Сетью. Так, доля домашних хозяйств, подключенных к интернету со скоростью не менее двух мегабит в секунду, должна к 2018 году составить 74 процента. Для сравнения, в 2011 году таких домохозяйств было 26 процентов. Предполагается и рост активных интернет-пользователей (с 42 до 77 процентов), а также сокращение доли россиян, которые не подключаются к Сети по соображениям безопасности. Таких в 2011 году был 21 процент, а к 2018 году должно остаться четыре процента. Еще в документе предложено ежегодно выкладывать в интернет в свободном бесплатном доступе по 50 фильмов и 10 спектаклей ""выдающихся режиссеров кино и театра, фильмов и спектаклей, имеющих особое культурное и просветительское значение"". К 2018 году должно увеличиться и число виртуальных музеев - до 27 с пяти в 2011 году, а также число подключенных к Сети библиотек - до 82,2 процента. В сентябре 2012 года Минкомсвязи создало страницу с целями ведомства на ближайшие годы. Там, в частности, говорится, что к 2018 году 80 процентов жителей России должно быть подключено к интернету со скоростью в 100 мегабит в секунду. Также министерство поставило перед собой задачу каждый год подключать к сети 4G по 20 миллионов человек.",H
"Мир, как горизонт, бесконечно уходит и всегда очерчивает круг видимо доступного.",M
Миссисипи — самая длинная река в США.,H
Митина - депутат от партии «ЕДИНАЯ РОССИЯ» Виталий Милоногов - инициировал принятие закона о запрещении пропаганды гомосексуальности среди несовершеннолетних. ==,M
"Михаил Иванович Есенин очень мил, очень мил и искренен. Мне очень нравится его Михаил, а я его очень люблю. Он очень, очень мне нравится, и я очень хочу, чтобы Есенин не запрещен.",M
"Мишель Клэптон, в свое время ставший известным актером. В фильме &quot;Крестный отец&nbsp;&mdash;, вышедшем на экраны летом 2010 года (режиссер Джон Леннон), Мишель был одним из главных героев - отцом двух детей-подростков: Майкла и Кристины Кэмпбелл. Снятый с производства фильм стал самым кассовым фильмом всех времен по количеству просмотренных зрителей за всю историю кинематографа...
В общем все очень мило! 
 А вот что касается самого фильма.. то я считаю его не плохим произведением искусства)). Но для меня лично этот шедевр получился скорее",M
Мне не нравятся всех финансовых отношений с СПб.,M
Мне некогда путешествовать.,H
"Мне нравится лагерь Ольгино, где я живу, и хочу рассказать о том, как я ездила в лагерь. Мне очень понравился лагерь, а я очень довольна тем, кто не справляется с вещами.",M
Мне нравится приговор жену с мужом на консультацю.,M
Мне хватило этой программы.,H
"Многие бойцы, получившие лёгкие ранения, не обращались за медицинской помощью, пока сражение не подошло к концу.",H
Многие виды птиц живут в Японии.,H
"Многие люди по-прежнему почитают такие книги, как «Повесть о Гэндзи» или «Записки у изголовья», особенно в Японии.",H
Многие люди работают в промышленных городах.,H
"Многие представители ортодоксального иудаизма отрицают теорию эволюции и настаивают на буквальном прочтении Торы. Споры о теории эволюции получили наиболее широкую огласку в деле Натана Слифкина: группа выдающихся ультра-ортодоксальных раввинов запретила книги, написанные раввином Натаном Слифкином, где последний развивал идеи теистического эволюционизма в духе Иудейских традиций. Вышеуказанные раввины сформировали Иудейскую оппозицию эволюционизму (Jewish opposition to Darwinian theory), постановив, что книги Слифкина являются ересью, поскольку указывают на некоторые неточности в Талмуде, когда заходит речь о вопросах научного толка, например, о возрасте Земли.",H
"Многие представители семейства унионид нашли разнообразное практическое применение. В частности, в некоторых странах унионид используют в пищу, особенно для откорма животных. Раньше из раковин унионид делали бельевые пуговицы, имеются промысловые виды перловиц и беззубок с красивым перламутром. К их числу относятся гребенчатки, раковина которых может достигать 34 см. В Китае, Японии и Индокитае из гребенчаток изготавливают перламутровые изделия. В США вылавливают и разводят представителей подсемейства лампсилин (Lampsilinae), особенно некоторые быстрорастущие виды из рода Lampsilis и других. При искусственном разведении рыб специально заражают глохидиями моллюсков.",H
Многие рабочие умерли от голода.,H
Могу ли я взять Ваш ручку на несколько минут?,M
Могу я здесь припарковаться?,H
Можете туда сходить.,H
Можешь посоветовать хорошую игру?,H
Можно мне взять Ваш велосипед на время?,H
Можно привести некоторый важный аргумент в пользу гипотезы об эфире.,M
"Можно сказать все и так как думаешь,но лучше уточнить.",M
"Можно совершить налёт на город. Но это будет стоить денег и времени, поэтому не нужно торопиться с этим делом: если Вы решили сделать налет самостоятельно или нанять кого-то для этого – то можно попробовать обойтись без привлечения сторонних специалистов в данной области деятельности (хотя бы по рекомендации знакомых). 
 Как правильно произвести захват территории? 1) Для того чтобы начать атаку необходимо знать расположение объектов противника; 2 ) Необходимо захватить все объекты сразу же после атаки врага — так они будут более защищены от захвата другими людьми либо противниками из группы поддержки во время боя ; 3.Если вы хотите нанести поражение противнику непосредственно перед атакой постарайтесь заранее подготовиться к этому событию как",H
"Мои именины: у нас тройной праздник — именинники в трех поколениях: отец, сын, внук...",H
"Мой мозг говорит, что лучше выбрать для Нидерландов.",H
"Молодой интеллектуал, честный молодой человек, верующий.",H
"Молодому пермяку, которого жестоко избили в день ВДВ, нужна помощь На мужчину напали в микрорайоне Гайва, когда он возвращался с работы.",H
"Монахи, сторожившие святыню не подозревая ничего плохого, рассказали им помост.",M
"Мониторинг реализации Программы осуществляется на основе отчетов исполнителей программных мероприятий, данных статистической отчетности.",H
"Монумент «Прерванная линия» посвящен погибшим на пароме «Эстония», затонул во время шторма 28 сентября 1994 года по пути из Таллина в Стокгольм.",H
"Монумент представляет собой скульптурную композицию из гранита и бронзы высотой 60 футов (18 метров) и длиной 86 футов (26 метров), состоящую из трёх больших постаментов и двух стел между ними. На центральном и самом высоком постаменте расположены стоящие фигуры Хебера Кимбалла, Бригама Янга и Уилфорда Вудрафа. Чуть ниже надпись «Вот это место» (англ.  This is the Place). С двух сторон снизу он оформлен барельефами скачущих девяти всадников, а у основания двумя фигурами — Орсона Пратта (на коне) и Эрастуса Шоу (стоя), приветственно взмахивающих шляпами. На их постаменте цитаты из Книги пророка Исаии 2:2, 35:1:",H
Мороз 12®. День солнечный. Снег прикрыл землю.,M
"Морские раки проводят в пути до недели, что, по мнению зоозащитников, причиняет членистоногим физические страдания.",H
"Москва безоговорочно осуждает произошедший в воскресенье в Иерусалиме теракт, в результате которого погибли двое израильтян. МИД России призывает стороны конфликта приступить к осуществлению рекомендаций доклада ближневосточного «квартета» международных посредников от 1 июля, в том числе, предпринять меры по деэскалации напряженности для перезапуска израильско-палестинских переговоров.",H
"Москва. 23 марта. INTERFAX.RU - Товарооборот между Грузией и Россией в январе-феврале 2015 года снизился на 13% по сравнению с аналогичным периодом прошлого года и составил $106,1 млн, сообщает в понедельник Национальная служба статистики Грузии.nЭкспорт грузинских товаров в РФ за отчетный период сократился в 2,8 раза - до $15,6 млн, отмечается в сообщении.nСнижение экспорта в основном было обусловлено девальвацией рубля, сообщает Национальная служба статистики. Из-за этого поставки вина - одного из главных экспортных продуктов Грузии - на российский рынок в январе-феврале 2015 года сократились в 6,8 раза - до 1 млн 7,2 тыс. бутылок.nВместе с тем, импорт товаров из России в Грузию, главными статьями которого являются поставки газа, электроэнергии, пшеницы и продовольственных товаров, вырос за первые два месяца 2015 года по сравнению с аналогичным периодом 2014 года на 15,6% и составил $90,5 млн.nОбщий внешнеторговый оборот Грузии в январе-феврале этого года составил $1,43 млрд, что на 8,6% меньше, чем за аналогичный период 2014 года. Экспорт снизился на 26,4% - до $323,6 млн, импорт - на 2,2%, до $1,11 млрд.nПо данным статистической службы, Россия занимает четвертое место среди ведущих торговых партнеров Грузии после Турции, Азербайджана и Китая.nВ 2014 году внешнеторговый оборот Грузии составил $11,46 млрд, что на 5% больше показателя 2013 года. При этом торговый оборот Грузии с Россией в прошлом году вырос на 9,5% - до $852,7 млн. Экспорт грузинских товаров в РФ вырос на 44,2% - до $275 млн, импорт снизился на 1,7%, до $577,7 млн.",M
"Москва. 7 ноября. INTERFAX.RU - Председатель Федеральной резервной системы (ФРС) США Джанет Йеллен отметила позитивный эффект от покупки ценных бумаг центробанками.n""Когда базовые процентные ставки уже были близки к нулевому уровню, необходимость заставила центробанки пойти на такие нетрадиционные меры стимулирования экономики, как масштабный выкуп активов. По моему мнению, эти меры поддержали восстановление спроса на внутренних рынках и, как следствие, поспособствовали росту мировой экономики"", - заявила Йеллен во время выступления в Париже на мероприятии, организованном Банком Франции, передает агентствоnBloombergn.nВ руководстве Европейского центрального банка, между тем, нет единства в том, что касается объявленных председателем ЕЦБ Марио Драги программ выкупа активов. Одним из наиболее влиятельных критиков таких мер является руководитель Бундесбанка Йенс Вайдманн.nТакже глава ФРС призвала центробанки сделать все, что в их силах, для поддержки слабых экономик и борьбы с низкой инфляцией.n""Центробанки должны быть готовы применить все доступные инструменты, включая нетрадиционные, для поддержки экономического роста и достижения таргетируемого уровня инфляции"", - сказала она.nЙеллен также высказалась в поддержку налоговых реформ, проводимых в ряде стран Евросоюза. Правительствам необходимо укреплять свои финансы в период роста, чтобы иметь возможность поддержать экономику в сложный период, отметила она.",H
"Московский государственный университет, Москва, 1953 г. ",H
Мужчина совершил убийство.,H
Мужчина схватил девушку за запястье.,H
Мужчина: руководитель МИД и МВД,M
Мужчины — пятнадцать человек и одна женщина приговорена к смерти.,M
"Музыка песни ""Софая и Свит Талкерс"" Лет Гуд Таймс Ролл.",H
Муниципальная политика в области общего воспитания детей до 2018 года должна по-прежнему уделять приоритетное внимание нравственному и гражданскому воспитанию молодого поколения.,H
"Муниципальная программа «Поддержка субъектов малого и среднего предпринимательства на территории муниципального образования «Хадахан» на 2017-2019 гг.», утвержденная постановлением от 24.04.2017 № 57 предусматривает сохранение и приумножение производственного потенциала малого и среднего предпринимательства, создание благоприятных условий для развития малого и среднего предпринимательства, оказание административно-организационной поддержки субъектам малого и среднего предпринимательства, формирование благоприятного общественного мнения о развитии малого и среднего предпринимательства, формирование развитие конкуренции, поддержку предприятий малого и среднего бизнеса, проведение конкурсов профессионального мастерства среди предприятий потребительского рынка, развитие кадрового потенциала организаций потребительского рынка.",H
"Муниципальная программа энергосбережения и повышения энергетической эффективности на период до 2020 года (далее – Программа) разработана в соответствии с Федеральным законом от 23 ноября 2009 года №261-Ф3 «Об энергосбережении и повышении энергетической эффективности и о внесении изменений в отдельные законодательные акты Российской Федерации», постановлением Правительства Российской Федерации от 31 декабря 2009 г. №1225 «О требованиях к региональным и муниципальным программам в области энергосбережения и повышения энергетической эффективности»; распоряжением Правительства Республики Мордовия от 01.03.2010 г. 369-Р, направлена на повышение энергоэффективности экономики Адашевского сельского поселения.",H
